mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_bootstrap;param_max_features;param_min_samples_leaf;param_n_estimators;params;split0_test_score;split1_test_score;mean_test_score;std_test_score;rank_test_score
0.2814990282058716;0.044499754905700684;0.02750396728515625;0.007500648498535156;False;sqrt;1;100;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100};0.6770833333333334;0.6770833333333334;0.6770833333333334;0.0;25
0.797001838684082;0.15799689292907715;0.05499899387359619;0.013001322746276855;False;sqrt;1;300;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300};0.7083333333333334;0.6770833333333334;0.6927083333333334;0.015625;6
1.10701322555542;0.1849839687347412;0.10850024223327637;0.032500267028808594;False;sqrt;1;800;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 800};0.7083333333333334;0.6770833333333334;0.6927083333333334;0.015625;6
2.2045291662216187;0.02450406551361084;0.1964881420135498;0.0024890899658203125;False;sqrt;1;2100;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 2100};0.7083333333333334;0.6770833333333334;0.6927083333333334;0.015625;6
6.000997185707092;0.6730307340621948;0.6369853019714355;0.00501704216003418;False;sqrt;1;5500;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 5500};0.7083333333333334;0.6770833333333334;0.6927083333333334;0.015625;6
14.992513418197632;1.0955169200897217;1.3734852075576782;0.16951453685760498;False;sqrt;1;14400;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 14400};0.7083333333333334;0.6770833333333334;0.6927083333333334;0.015625;6
0.0955125093460083;0.0024853944778442383;0.009971141815185547;0.001003265380859375;False;sqrt;2;100;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 100};0.7083333333333334;0.6666666666666666;0.6875;0.02083333333333337;11
0.30700230598449707;0.008002758026123047;0.032496094703674316;0.004499316215515137;False;sqrt;2;300;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300};0.7083333333333334;0.6666666666666666;0.6875;0.02083333333333337;11
0.7925153970718384;0.026483893394470215;0.0709998607635498;0.008031606674194336;False;sqrt;2;800;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 800};0.6666666666666666;0.6875;0.6770833333333333;0.010416666666666685;29
2.1674689054489136;0.12550055980682373;0.16751456260681152;0.009512901306152344;False;sqrt;2;2100;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 2100};0.6875;0.6875;0.6875;0.0;11
5.157000541687012;0.07999825477600098;0.4389990568161011;0.01200258731842041;False;sqrt;2;5500;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 5500};0.6875;0.6875;0.6875;0.0;11
13.313013792037964;0.5200150012969971;1.4629857540130615;0.07798504829406738;False;sqrt;2;14400;{'bootstrap': False, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 14400};0.6875;0.6875;0.6875;0.0;11
0.09899890422821045;0.0030030012130737305;0.010499954223632812;0.0004980564117431641;False;log2;1;100;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100};0.71875;0.6770833333333334;0.6979166666666667;0.020833333333333315;1
0.33748185634613037;0.009515881538391113;0.02501511573791504;1.52587890625e-05;False;log2;1;300;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 300};0.6979166666666666;0.6770833333333334;0.6875;0.01041666666666663;11
0.7875001430511475;0.051468849182128906;0.09299898147583008;0.029000282287597656;False;log2;1;800;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 800};0.7083333333333334;0.6875;0.6979166666666667;0.010416666666666685;1
2.059016466140747;0.1339864730834961;0.17249560356140137;0.01249837875366211;False;log2;1;2100;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 2100};0.7083333333333334;0.6875;0.6979166666666667;0.010416666666666685;1
4.414977669715881;0.022981762886047363;0.42050182819366455;0.0034981966018676758;False;log2;1;5500;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 5500};0.7083333333333334;0.6875;0.6979166666666667;0.010416666666666685;1
14.546999335289001;0.24800264835357666;1.3605132102966309;0.002511262893676758;False;log2;1;14400;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 14400};0.7083333333333334;0.6875;0.6979166666666667;0.010416666666666685;1
0.09750247001647949;0.002495288848876953;0.01749730110168457;0.008500337600708008;False;log2;2;100;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 100};0.6770833333333334;0.6666666666666666;0.671875;0.00520833333333337;37
0.2565159797668457;0.003486156463623047;0.028996825218200684;0.0020290613174438477;False;log2;2;300;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 300};0.65625;0.6770833333333334;0.6666666666666667;0.010416666666666685;43
0.777503252029419;0.049501657485961914;0.07699620723724365;1.7881393432617188e-06;False;log2;2;800;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 800};0.6666666666666666;0.6770833333333334;0.671875;0.00520833333333337;37
2.016500949859619;0.05149984359741211;0.23000049591064453;0.004999399185180664;False;log2;2;2100;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 2100};0.6770833333333334;0.6875;0.6822916666666667;0.005208333333333315;20
6.098786473274231;0.8732136487960815;0.5825011730194092;0.16747260093688965;False;log2;2;5500;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 5500};0.6666666666666666;0.6770833333333334;0.671875;0.00520833333333337;37
12.218504667282104;0.17046642303466797;1.172002911567688;0.0749739408493042;False;log2;2;14400;{'bootstrap': False, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 14400};0.6770833333333334;0.6770833333333334;0.6770833333333334;0.0;25
0.1579824686050415;0.005985379219055176;0.013002514839172363;0.001000523567199707;True;sqrt;1;100;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100};0.6354166666666666;0.65625;0.6458333333333333;0.010416666666666685;48
0.41000187397003174;0.06300103664398193;0.03099954128265381;0.0020009279251098633;True;sqrt;1;300;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300};0.6770833333333334;0.6666666666666666;0.671875;0.00520833333333337;37
0.9870296716690063;0.06199944019317627;0.07648420333862305;0.00048732757568359375;True;sqrt;1;800;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 800};0.6666666666666666;0.6875;0.6770833333333333;0.010416666666666685;29
2.3909852504730225;0.02701425552368164;0.15851473808288574;0.00048422813415527344;True;sqrt;1;2100;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 2100};0.65625;0.6979166666666666;0.6770833333333333;0.020833333333333315;29
6.21283483505249;0.11986494064331055;0.4125012159347534;0.001500248908996582;True;sqrt;1;5500;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 5500};0.65625;0.6979166666666666;0.6770833333333333;0.020833333333333315;29
16.60749650001526;0.11749553680419922;1.5749996900558472;0.14800012111663818;True;sqrt;1;14400;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 14400};0.6666666666666666;0.7083333333333334;0.6875;0.02083333333333337;11
0.18899834156036377;0.02099907398223877;0.017001748085021973;0.004000067710876465;True;sqrt;2;100;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 100};0.6875;0.6875;0.6875;0.0;11
0.39050471782684326;0.06849873065948486;0.03449606895446777;0.007500648498535156;True;sqrt;2;300;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300};0.65625;0.6979166666666666;0.6770833333333333;0.020833333333333315;29
1.2209994792938232;0.05799722671508789;0.08051681518554688;0.0025177001953125;True;sqrt;2;800;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 800};0.65625;0.6979166666666666;0.6770833333333333;0.020833333333333315;29
2.477986216545105;0.16601502895355225;0.15852725505828857;0.0004991292953491211;True;sqrt;2;2100;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 2100};0.65625;0.7083333333333334;0.6822916666666667;0.026041666666666685;20
