key_id;tournament_id;tournament_name;match_id;match_name;stage_name;group_name;group_stage;knockout_stage;replayed;replay;match_date;match_time;stadium_id;stadium_name;city_name;country_name;home_team_id;home_team_name;home_team_code;away_team_id;away_team_name;away_team_code;score;home_team_score;away_team_score;home_team_score_margin;away_team_score_margin;extra_time;penalty_shootout;score_penalties;home_team_score_penalties;away_team_score_penalties;result;home_team_win;away_team_win;draw
837;WC-2018;2018 FIFA World Cup;M-2018-01;Russia v Saudi Arabia;group stage;Group A;1;0;0;0;2018-06-14;18:00;S-109;Luzhniki Stadium;Moscow;Russia;T-59;Russia;RUS;T-60;Saudi Arabia;SAU;5–0;5;0;5;-5;0;0;0-0;0;0;home team win;1;0;0
838;WC-2018;2018 FIFA World Cup;M-2018-02;Egypt v Uruguay;group stage;Group A;1;0;0;0;2018-06-15;17:00;S-118;Central Stadium;Yekaterinburg;Russia;T-25;Egypt;EGY;T-80;Uruguay;URY;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
839;WC-2018;2018 FIFA World Cup;M-2018-03;Morocco v Iran;group stage;Group B;1;0;0;0;2018-06-15;18:00;S-113;Krestovsky Stadium;Saint Petersburg;Russia;T-45;Morocco;MAR;T-36;Iran;IRN;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
840;WC-2018;2018 FIFA World Cup;M-2018-04;Portugal v Spain;group stage;Group B;1;0;0;0;2018-06-15;21:00;S-116;Fisht Olympic Stadium;Sochi;Russia;T-56;Portugal;PRT;T-70;Spain;ESP;3–3;3;3;0;0;0;0;0-0;0;0;draw;0;0;1
841;WC-2018;2018 FIFA World Cup;M-2018-05;France v Australia;group stage;Group C;1;0;0;0;2018-06-16;13:00;S-108;Kazan Arena;Kazan;Russia;T-28;France;FRA;T-04;Australia;AUS;2–1;2;1;1;-1;0;0;0-0;0;0;home team win;1;0;0
842;WC-2018;2018 FIFA World Cup;M-2018-06;Argentina v Iceland;group stage;Group D;1;0;0;0;2018-06-16;16:00;S-110;Otkritie Arena;Moscow;Russia;T-03;Argentina;ARG;T-35;Iceland;ISL;1–1;1;1;0;0;0;0;0-0;0;0;draw;0;0;1
843;WC-2018;2018 FIFA World Cup;M-2018-07;Peru v Denmark;group stage;Group C;1;0;0;0;2018-06-16;19:00;S-115;Mordovia Arena;Saransk;Russia;T-54;Peru;PER;T-21;Denmark;DNK;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
844;WC-2018;2018 FIFA World Cup;M-2018-08;Croatia v Nigeria;group stage;Group D;1;0;0;0;2018-06-16;21:00;S-107;Kaliningrad Stadium;Kaliningrad;Russia;T-17;Croatia;HRV;T-48;Nigeria;NGA;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
845;WC-2018;2018 FIFA World Cup;M-2018-09;Costa Rica v Serbia;group stage;Group E;1;0;0;0;2018-06-17;16:00;S-114;Samara Arena;Samara;Russia;T-16;Costa Rica;CRI;T-63;Serbia;SRB;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
846;WC-2018;2018 FIFA World Cup;M-2018-10;Germany v Mexico;group stage;Group F;1;0;0;0;2018-06-17;18:00;S-109;Luzhniki Stadium;Moscow;Russia;T-29;Germany;DEU;T-44;Mexico;MEX;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
